season,playerId,fullName,team_number_of_matches,matches_played,dob,reference_date,age_at_start_of_year,availability_perc,availability_adjusted
2019,500086,Adam Reynolds,27,25,1990-07-10,2019-01-01,28,0.9259259259259259,0.9101508916323731
2019,503450,Tevita Tatola,27,27,1996-11-10,2019-01-01,22,1,0.9814814814814815
2019,501600,Damien Cook,27,26,1991-06-23,2019-01-01,27,0.9629629629629629,0.9458161865569272
2019,500087,Thomas Burgess,27,20,1992-04-21,2019-01-01,26,0.7407407407407407,0.7318244170096022
2019,500085,John Sutton,27,27,1984-11-05,2019-01-01,34,1,0.9814814814814815
2019,500092,Sam Burgess,27,19,1988-12-14,2019-01-01,30,0.7037037037037037,0.696159122085048
2019,504176,Cameron Murray,27,26,1998-01-16,2019-01-01,20,0.9629629629629629,0.9458161865569272
2019,500327,Mark Nicholls,27,24,1990-01-05,2019-01-01,28,0.8888888888888888,0.8744855967078189
2019,500289,Ethan Lowe,27,25,1991-03-20,2019-01-01,27,0.9259259259259259,0.9101508916323731
2019,500005,Roger Tuivasa-Sheck,24,23,1993-06-05,2019-01-01,25,0.9583333333333334,0.9392361111111112
2019,500919,David Fusitu'a,24,16,1994-10-16,2019-01-01,24,0.6666666666666666,0.6597222222222222
2019,500579,Peta Hiku,24,23,1992-12-04,2019-01-01,26,0.9583333333333334,0.9392361111111112
2019,500928,Ken Maumalo,24,23,1994-07-16,2019-01-01,24,0.9583333333333334,0.9392361111111112
2019,502209,Blake Green,24,21,1986-09-18,2019-01-01,32,0.875,0.859375
2019,501393,Agnatius Paasi,24,23,1991-11-30,2019-01-01,27,0.9583333333333334,0.9392361111111112
2019,501744,Bunty Afoa,24,20,1996-08-20,2019-01-01,22,0.8333333333333334,0.8194444444444445
2019,500645,Adam Blair,24,22,1986-03-20,2019-01-01,32,0.9166666666666666,0.8993055555555555
2019,500594,Tohu Harris,24,13,1992-01-07,2019-01-01,26,0.5416666666666666,0.5399305555555555
2019,501451,Jazz Tevaga,24,22,1995-09-04,2019-01-01,23,0.9166666666666666,0.8993055555555555
2019,500926,Sam Lisone,24,12,1994-02-19,2019-01-01,24,0.5,0.5
2019,500614,Leeson Ah Mau,24,24,1989-12-20,2019-01-01,29,1,0.9791666666666666
2019,500672,Will Hopoate,24,24,1992-05-09,2019-01-01,26,1,0.9791666666666666
2019,502487,Marcelo Montoya,24,11,1996-02-17,2019-01-01,22,0.4583333333333333,0.4600694444444444
2019,503600,Reimis Smith,24,23,1997-05-13,2019-01-01,21,0.9583333333333334,0.9392361111111112
2019,500023,Kieran Foran,24,14,1990-07-13,2019-01-01,28,0.5833333333333334,0.5798611111111112
2019,500241,Aiden Tolman,24,23,1988-11-10,2019-01-01,30,0.9583333333333334,0.9392361111111112
2019,500803,Michael Lichaa,24,13,1993-07-18,2019-01-01,25,0.5416666666666666,0.5399305555555555
2019,500039,Dylan Napa,24,20,1992-11-13,2019-01-01,26,0.8333333333333334,0.8194444444444445
2019,500226,Josh Jackson,24,24,1991-01-08,2019-01-01,27,1,0.9791666666666666
2019,500916,Raymond Faitala-Mariner,24,10,1993-07-26,2019-01-01,25,0.4166666666666667,0.4201388888888889
2019,500128,Adam Elliott,24,20,1994-10-16,2019-01-01,24,0.8333333333333334,0.8194444444444445
2019,502511,Jeremy Marshall-King,24,23,1995-12-02,2019-01-01,23,0.9583333333333334,0.9392361111111112
2019,501241,Corey Harawira-Naera,24,21,1995-05-18,2019-01-01,23,0.875,0.859375
2019,500662,Sauaso Sue,24,11,1992-04-20,2019-01-01,26,0.4583333333333333,0.4600694444444444
2019,500240,Corey Thompson,24,22,1990-05-15,2019-01-01,28,0.9166666666666666,0.8993055555555555
2019,500948,Benji Marshall,24,19,1985-02-25,2019-01-01,33,0.7916666666666666,0.7795138888888888
2019,500646,Luke Brooks,24,24,1994-12-21,2019-01-01,24,1,0.9791666666666666
2019,500715,Ben Matulino,24,13,1989-01-03,2019-01-01,29,0.5416666666666666,0.5399305555555555
2019,500649,Robbie Farah,24,21,1984-01-23,2019-01-01,34,0.875,0.859375
2019,502532,Alex Twal,24,24,1996-07-03,2019-01-01,22,1,0.9791666666666666
2019,500907,Ryan Matterson,24,24,1994-10-13,2019-01-01,24,1,0.9791666666666666
2019,501271,Luke Garner,24,14,1995-09-06,2019-01-01,23,0.5833333333333334,0.5798611111111112
2019,500970,Elijah Taylor,24,15,1990-02-27,2019-01-01,28,0.625,0.6197916666666666
2019,500882,Josh Aloiai,24,17,1995-11-11,2019-01-01,23,0.7083333333333334,0.6996527777777778
2019,500576,Michael Chee Kam,24,22,1992-02-26,2019-01-01,26,0.9166666666666666,0.8993055555555555
2019,500019,Jorge Taufua,26,24,1991-10-23,2019-01-01,27,0.9230769230769231,0.9068047337278107
2019,504101,Mosese Suli,26,22,1998-06-09,2019-01-01,20,0.8461538461538461,0.8328402366863905
2019,504226,Brad Parker,26,19,1997-02-19,2019-01-01,21,0.7307692307692307,0.7218934911242603
2019,503443,Reuben Garrick,26,26,1997-06-30,2019-01-01,21,1,0.9807692307692307
2019,500024,Daly Cherry-Evans,26,21,1989-02-20,2019-01-01,29,0.8076923076923077,0.7958579881656805
2019,500449,Addin Fonua-Blake,26,22,1995-11-06,2019-01-01,23,0.8461538461538461,0.8328402366863905
2019,500109,Apisai Koroisau,26,22,1992-11-07,2019-01-01,26,0.8461538461538461,0.8328402366863905
2019,500960,Martin Taupau,26,25,1990-02-03,2019-01-01,28,0.9615384615384616,0.9437869822485208
2019,500640,Joel Thompson,26,22,1988-08-24,2019-01-01,30,0.8461538461538461,0.8328402366863905
2019,500661,Curtis Sironen,26,22,1993-07-31,2019-01-01,25,0.8461538461538461,0.8328402366863905
2019,500751,Jake Trbojevic,26,25,1994-02-18,2019-01-01,24,0.9615384615384616,0.9437869822485208
2019,500224,Trent Hodkinson,26,1,1988-08-31,2019-01-01,30,0.038461538461538464,0.05621301775147929
2019,500258,Jordan Kahu,24,19,1991-01-28,2019-01-01,27,0.7916666666666666,0.7795138888888888
2019,500605,Justin O'Neill,24,8,1991-04-04,2019-01-01,27,0.3333333333333333,0.34027777777777773
2019,500292,Michael Morgan,24,20,1991-12-27,2019-01-01,27,0.8333333333333334,0.8194444444444445
2019,500296,Matthew Scott,24,17,1985-07-30,2019-01-01,33,0.7083333333333334,0.6996527777777778
2019,500251,Jake Granville,24,24,1989-02-07,2019-01-01,29,1,0.9791666666666666
2019,500602,Jordan McLean,24,22,1991-10-08,2019-01-01,27,0.9166666666666666,0.8993055555555555
2019,500280,Gavin Cooper,24,24,1985-08-19,2019-01-01,33,1,0.9791666666666666
2019,500405,Coen Hess,24,22,1996-08-14,2019-01-01,22,0.9166666666666666,0.8993055555555555
2019,500301,Jason Taumalolo,24,18,1993-05-31,2019-01-01,25,0.75,0.7395833333333334
2019,500277,John Asiata,24,24,1993-04-19,2019-01-01,25,1,0.9791666666666666
2019,500262,Josh McGuire,24,17,1990-03-02,2019-01-01,28,0.7083333333333334,0.6996527777777778
2019,500264,Francis Molo,24,24,1994-09-03,2019-01-01,24,1,0.9791666666666666
2019,500641,Gareth Widdop,24,10,1989-03-12,2019-01-01,29,0.4166666666666667,0.4201388888888889
2019,500441,Euan Aitken,24,24,1995-06-16,2019-01-01,23,1,0.9791666666666666
2019,500229,Tim Lafai,24,21,1991-05-27,2019-01-01,27,0.875,0.859375
2019,500684,Corey Norman,24,19,1991-02-03,2019-01-01,27,0.7916666666666666,0.7795138888888888
2019,500257,Ben Hunt,24,21,1990-03-27,2019-01-01,28,0.875,0.859375
2019,500223,James Graham,24,19,1985-09-10,2019-01-01,33,0.7916666666666666,0.7795138888888888
2019,500180,Cameron McInnes,24,23,1994-02-01,2019-01-01,24,0.9583333333333334,0.9392361111111112
2019,500337,Paul Vaughan,24,23,1991-04-23,2019-01-01,27,0.9583333333333334,0.9392361111111112
2019,500453,Jacob Host,24,17,1996-09-30,2019-01-01,22,0.7083333333333334,0.6996527777777778
2019,500298,Tariq Sims,24,19,1990-02-09,2019-01-01,28,0.7916666666666666,0.7795138888888888
2019,500622,Tyson Frizell,24,21,1991-10-09,2019-01-01,27,0.875,0.859375
2019,500351,Jeremy Latimore,24,18,1986-12-08,2019-01-01,32,0.75,0.7395833333333334
2019,503440,Blake Lawrie,24,23,1997-01-10,2019-01-01,21,0.9583333333333334,0.9392361111111112
2019,500459,Luciano Leilua,24,22,1996-06-08,2019-01-01,22,0.9166666666666666,0.8993055555555555
2019,503340,Dylan Edwards,24,20,1996-01-10,2019-01-01,22,0.8333333333333334,0.8194444444444445
2019,500352,Josh Mansour,24,19,1990-06-17,2019-01-01,28,0.7916666666666666,0.7795138888888888
2019,500368,Dean Whare,24,18,1990-01-22,2019-01-01,28,0.75,0.7395833333333334
2019,500006,James Maloney,24,22,1986-06-15,2019-01-01,32,0.9166666666666666,0.8993055555555555
2019,504120,Nathan Cleary,24,21,1997-11-14,2019-01-01,21,0.875,0.859375
2019,500299,James Tamou,24,24,1988-12-13,2019-01-01,30,1,0.9791666666666666
2019,500498,Reagan Campbell-Gillard,24,23,1993-07-27,2019-01-01,25,0.9583333333333334,0.9392361111111112
2019,500534,Isaah Yeo,24,18,1994-11-06,2019-01-01,24,0.75,0.7395833333333334
2019,502580,James Fisher-Harris,24,24,1996-01-05,2019-01-01,22,1,0.9791666666666666
2019,504123,Wayde Egan,24,18,1997-03-20,2019-01-01,21,0.75,0.7395833333333334
2019,501461,Moses Leota,24,24,1995-07-20,2019-01-01,23,1,0.9791666666666666
2019,504121,Jarome Luai,24,14,1997-01-16,2019-01-01,21,0.5833333333333334,0.5798611111111112
2019,500729,Clinton Gutherson,26,26,1994-09-09,2019-01-01,24,1,0.9807692307692307
2019,508606,Maika Sivo,26,25,1993-10-03,2019-01-01,25,0.9615384615384616,0.9437869822485208
2019,500003,Michael Jennings,26,19,1988-04-20,2019-01-01,30,0.7307692307692307,0.7218934911242603
2019,500065,Brad Takairangi,26,23,1989-06-14,2019-01-01,29,0.8846153846153846,0.8698224852071005
2019,501569,Blake Ferguson,26,19,1990-03-20,2019-01-01,28,0.7307692307692307,0.7218934911242603
2019,505626,Dylan Brown,26,15,2000-06-21,2019-01-01,18,0.5769230769230769,0.57396449704142
2019,500485,Mitchell Moses,26,26,1994-09-17,2019-01-01,24,1,0.9807692307692307
2019,501335,Daniel Alvaro,26,19,1993-05-28,2019-01-01,25,0.7307692307692307,0.7218934911242603
2019,505460,Reed Mahoney,26,26,1998-04-22,2019-01-01,20,1,0.9807692307692307
2019,500908,Tepai Moeroa,26,22,1995-10-02,2019-01-01,23,0.8461538461538461,0.8328402366863905
2019,500140,Shaun Lane,26,25,1994-11-29,2019-01-01,24,0.9615384615384616,0.9437869822485208
2019,502522,Marata Niukore,26,25,1996-07-29,2019-01-01,22,0.9615384615384616,0.9437869822485208
2019,500647,Nathan Brown,26,13,1993-03-01,2019-01-01,25,0.5,0.5
2019,500679,Tim Mannah,26,10,1988-02-15,2019-01-01,30,0.38461538461538464,0.38905325443786987
2019,500118,Kane Evans,26,19,1992-01-09,2019-01-01,26,0.7307692307692307,0.7218934911242603
2019,500031,David Gower,26,16,1985-09-30,2019-01-01,33,0.6153846153846154,0.6109467455621302
2019,500797,Michael Gordon,24,16,1983-10-24,2019-01-01,35,0.6666666666666666,0.6597222222222222
2019,501184,Tyrone Peachey,24,21,1991-08-08,2019-01-01,27,0.875,0.859375
2019,500872,Brian Kelly,24,23,1996-05-20,2019-01-01,22,0.9583333333333334,0.9392361111111112
2019,505918,Phillip Sami,24,16,1997-08-02,2019-01-01,21,0.6666666666666666,0.6597222222222222
2019,500046,Tyrone Roberts,24,15,1991-06-01,2019-01-01,27,0.625,0.6197916666666666
2019,500275,Jarrod Wallace,24,21,1991-07-23,2019-01-01,27,0.875,0.859375
2019,500688,Nathan Peats,24,13,1990-10-05,2019-01-01,28,0.5416666666666666,0.5399305555555555
2019,500309,Shannon Boyd,24,13,1992-09-09,2019-01-01,26,0.5416666666666666,0.5399305555555555
2019,500606,Kevin Proctor,24,22,1989-02-28,2019-01-01,29,0.9166666666666666,0.8993055555555555
2019,500072,Ryan James,24,6,1991-07-20,2019-01-01,27,0.25,0.2604166666666667
2019,500149,Jai Arrow,24,17,1995-07-12,2019-01-01,23,0.7083333333333334,0.6996527777777778
2019,506259,AJ Brimson,24,21,1998-09-09,2019-01-01,20,0.875,0.859375
2019,506278,Moeaki Fotuaika,24,21,1999-11-16,2019-01-01,19,0.875,0.859375
2019,500499,Bryce Cartwright,24,23,1994-11-15,2019-01-01,24,0.9583333333333334,0.9392361111111112
2019,500245,Dale Copley,24,15,1991-07-29,2019-01-01,27,0.625,0.6197916666666666
2019,501559,Charnze Nicoll-Klokstad,27,26,1995-08-02,2019-01-01,23,0.9629629629629629,0.9458161865569272
2019,504134,Nick Cotric,27,22,1998-11-18,2019-01-01,20,0.8148148148148148,0.8031550068587104
2019,500313,Jarrod Croker,27,27,1990-09-11,2019-01-01,28,1,0.9814814814814815
2019,500042,Joseph Leilua,27,12,1991-12-12,2019-01-01,27,0.4444444444444444,0.4465020576131687
2019,500339,Jack Wighton,27,26,1993-02-04,2019-01-01,25,0.9629629629629629,0.9458161865569272
2019,500068,Aidan Sezer,27,18,1991-06-24,2019-01-01,27,0.6666666666666666,0.6604938271604938
2019,500973,Josh Papalii,27,26,1992-05-13,2019-01-01,26,0.9629629629629629,0.9458161865569272
2019,502181,Josh Hodgson,27,24,1989-10-31,2019-01-01,29,0.8888888888888888,0.8744855967078189
2019,502331,Iosia Soliola,27,26,1986-08-04,2019-01-01,32,0.9629629629629629,0.9458161865569272
2019,500555,Joseph Tapine,27,17,1994-05-04,2019-01-01,24,0.6296296296296297,0.6248285322359396
2019,502134,Elliott Whitehead,27,27,1989-09-04,2019-01-01,29,1,0.9814814814814815
2019,501394,Siliva Havili,27,22,1993-02-18,2019-01-01,25,0.8148148148148148,0.8031550068587104
2019,500957,Dunamis Lui,27,27,1990-02-16,2019-01-01,28,1,0.9814814814814815
2019,500330,Jordan Rapana,27,21,1989-08-15,2019-01-01,29,0.7777777777777778,0.7674897119341564
2019,500067,Anthony Don,24,17,1987-09-21,2019-01-01,31,0.7083333333333334,0.6996527777777778
2019,500129,Herman Ese'ese,24,18,1994-09-07,2019-01-01,24,0.75,0.7395833333333334
2019,503341,Corey Waddell,26,23,1996-10-02,2019-01-01,22,0.8846153846153846,0.8698224852071005
2019,500256,Josh Hoffman,26,10,1988-03-10,2019-01-01,30,0.38461538461538464,0.38905325443786987
2019,500687,Junior Paulo,26,24,1993-11-20,2019-01-01,25,0.9230769230769231,0.9068047337278107
2019,500243,Moses Mbye,24,17,1993-08-13,2019-01-01,25,0.7083333333333334,0.6996527777777778
2019,505976,Isaiah Papali'i,24,23,1998-09-20,2019-01-01,20,0.9583333333333334,0.9392361111111112
2019,500088,Issac Luke,24,17,1987-05-29,2019-01-01,31,0.7083333333333334,0.6996527777777778
2019,500384,Korbin Sims,24,16,1992-01-02,2019-01-01,26,0.6666666666666666,0.6597222222222222
2019,504304,Zac Lomax,24,14,1999-09-24,2019-01-01,19,0.5833333333333334,0.5798611111111112
2019,504074,Hudson Young,27,12,1998-06-11,2019-01-01,20,0.4444444444444444,0.4465020576131687
2019,501247,Josh King,24,13,1995-02-12,2019-01-01,23,0.5416666666666666,0.5399305555555555
2019,504460,Oregon Kaufusi,26,8,1999-08-20,2019-01-01,19,0.3076923076923077,0.31508875739644976
2019,500696,Peni Terepo,26,16,1991-11-21,2019-01-01,27,0.6153846153846154,0.6109467455621302
2019,501505,Tom Trbojevic,26,12,1996-10-02,2019-01-01,22,0.46153846153846156,0.4630177514792899
2019,500616,Gerard Beale,24,13,1990-07-18,2019-01-01,28,0.5416666666666666,0.5399305555555555
2019,500593,Ben Hampton,24,8,1992-02-29,2019-01-01,26,0.3333333333333333,0.34027777777777773
2019,500406,Corey Jensen,24,6,1994-01-08,2019-01-01,24,0.25,0.2604166666666667
2019,504125,Liam Martin,24,16,1997-03-05,2019-01-01,21,0.6666666666666666,0.6597222222222222
2019,505537,Nick Meaney,24,22,1997-09-10,2019-01-01,21,0.9166666666666666,0.8993055555555555
2019,500636,Mitch Rein,24,18,1990-04-26,2019-01-01,28,0.75,0.7395833333333334
2019,503639,Nat Butcher,27,23,1997-07-25,2019-01-01,21,0.8518518518518519,0.8388203017832647
2019,502409,Karl Lawton,24,9,1995-11-29,2019-01-01,23,0.375,0.3802083333333333
2019,500272,Ashley Taylor,24,10,1995-03-17,2019-01-01,23,0.4166666666666667,0.4201388888888889
2019,500408,Viliame Kikau,24,18,1995-04-05,2019-01-01,23,0.75,0.7395833333333334
2019,500237,Josh Reynolds,24,7,1989-04-13,2019-01-01,29,0.2916666666666667,0.30034722222222227
2019,503322,Matthew Eisenhuth,24,21,1992-08-20,2019-01-01,26,0.875,0.859375
2019,500095,George Burgess,27,13,1992-04-21,2019-01-01,26,0.48148148148148145,0.48216735253772286
2019,500852,Scott Sorensen,25,5,1993-03-16,2019-01-01,25,0.2,0.21200000000000002
2019,504363,Kyle Flanagan,25,8,1998-09-15,2019-01-01,20,0.32,0.3272
2019,506603,Patrick Carrigan,25,19,1998-01-01,2019-01-01,21,0.76,0.7496
2019,504300,Payne Haas,25,21,1999-12-02,2019-01-01,19,0.84,0.8264
2019,504372,Enari Tuala,24,7,1998-10-19,2019-01-01,20,0.2916666666666667,0.30034722222222227
2019,500213,Braden Hamlin-Uele,25,21,1995-01-09,2019-01-01,23,0.84,0.8264
2019,504279,William Kennedy,25,2,1997-04-18,2019-01-01,21,0.08,0.0968
2019,505361,Sitili Tupouniua,27,16,1997-05-30,2019-01-01,21,0.5925925925925926,0.5891632373113854
2019,500278,Scott Bolton,24,18,1987-05-09,2019-01-01,31,0.75,0.7395833333333334
2019,506086,Ronaldo Mulitalo,25,8,1999-11-17,2019-01-01,19,0.32,0.3272
2019,502063,Lachlan Croker,26,5,1996-12-12,2019-01-01,22,0.19230769230769232,0.20414201183431954
2019,500680,Manu Ma'u,26,20,1988-08-24,2019-01-01,30,0.7692307692307693,0.7588757396449706
2019,506424,Tom Dearden,25,5,2001-03-13,2019-01-01,17,0.2,0.21200000000000002
2019,503449,Jacob Liddle,24,11,1996-10-27,2019-01-01,22,0.4583333333333333,0.4600694444444444
2019,500282,Kyle Feldt,24,16,1992-02-09,2019-01-01,26,0.6666666666666666,0.6597222222222222
2019,501595,Joe Stimson,27,14,1995-12-02,2019-01-01,23,0.5185185185185185,0.5178326474622771
2019,505410,Brian To'o,24,15,1998-08-18,2019-01-01,20,0.625,0.6197916666666666
2019,500083,Dylan Walker,26,17,1994-09-27,2019-01-01,24,0.6538461538461539,0.6479289940828402
2019,505414,Mitch Kenny,24,12,1998-01-15,2019-01-01,20,0.5,0.5
2019,500658,David Nofoaluma,24,14,1993-11-28,2019-01-01,25,0.5833333333333334,0.5798611111111112
2019,503944,Reece Robson,24,7,1998-06-18,2019-01-01,20,0.2916666666666667,0.30034722222222227
2019,504251,Taniela Paseka,26,13,1997-10-08,2019-01-01,21,0.5,0.5
2019,504072,Tom Starling,27,3,1998-06-04,2019-01-01,20,0.1111111111111111,0.12551440329218108
2019,500654,Chris Lawrence,24,13,1988-10-19,2019-01-01,30,0.5416666666666666,0.5399305555555555
2019,500798,Wade Graham,25,10,1990-10-25,2019-01-01,28,0.4,0.4040000000000001
2019,504087,Scott Drinkwater,24,10,1997-05-15,2019-01-01,21,0.4166666666666667,0.4201388888888889
2019,506007,Justin Olam,27,14,1993-12-23,2019-01-01,25,0.5185185185185185,0.5178326474622771
2019,503523,Jacob Saifiti,24,7,1996-05-01,2019-01-01,22,0.2916666666666667,0.30034722222222227
2019,508026,Adam Pompey,24,5,1998-08-22,2019-01-01,20,0.20833333333333334,0.22048611111111113
2019,505560,Spencer Leniu,24,5,2000-09-08,2019-01-01,18,0.20833333333333334,0.22048611111111113
2019,508062,Stephen Crichton,24,4,2000-09-22,2019-01-01,18,0.16666666666666666,0.18055555555555555
2019,509397,Matt Burton,24,1,2000-03-14,2019-01-01,18,0.041666666666666664,0.06076388888888889
2019,502490,Nicholas Hynes,27,1,1996-06-18,2019-01-01,22,0.037037037037037035,0.054183813443072694
2019,504265,Sean Keppie,26,3,1998-05-20,2019-01-01,20,0.11538461538461539,0.1301775147928994
2019,505904,Harry Grant,27,1,1998-02-17,2019-01-01,20,0.037037037037037035,0.054183813443072694
2020,500729,Clinton Gutherson,22,22,1994-09-09,2020-01-01,25,1,0.9772727272727273
2020,508606,Maika Sivo,22,21,1993-10-03,2020-01-01,26,0.9545454545454546,0.9338842975206613
2020,500003,Michael Jennings,22,20,1988-04-20,2020-01-01,31,0.9090909090909091,0.890495867768595
2020,500496,Waqa Blake,22,22,1994-10-26,2020-01-01,25,1,0.9772727272727273
2020,501569,Blake Ferguson,22,20,1990-03-20,2020-01-01,29,0.9090909090909091,0.890495867768595
2020,505626,Dylan Brown,22,18,2000-06-21,2020-01-01,19,0.8181818181818182,0.8037190082644629
2020,500485,Mitchell Moses,22,19,1994-09-17,2020-01-01,25,0.8636363636363636,0.847107438016529
2020,500498,Reagan Campbell-Gillard,22,21,1993-07-27,2020-01-01,26,0.9545454545454546,0.9338842975206613
2020,505460,Reed Mahoney,22,21,1998-04-22,2020-01-01,21,0.9545454545454546,0.9338842975206613
2020,500687,Junior Paulo,22,22,1993-11-20,2020-01-01,26,1,0.9772727272727273
2020,500140,Shaun Lane,22,22,1994-11-29,2020-01-01,25,1,0.9772727272727273
2020,500907,Ryan Matterson,22,19,1994-10-13,2020-01-01,25,0.8636363636363636,0.847107438016529
2020,500647,Nathan Brown,22,18,1993-03-01,2020-01-01,26,0.8181818181818182,0.8037190082644629
2020,500065,Brad Takairangi,22,12,1989-06-14,2020-01-01,30,0.5454545454545454,0.543388429752066
2020,502522,Marata Niukore,22,17,1996-07-29,2020-01-01,23,0.7727272727272727,0.7603305785123967
2020,500118,Kane Evans,22,16,1992-01-09,2020-01-01,27,0.7272727272727273,0.7169421487603306
2020,500696,Peni Terepo,22,6,1991-11-21,2020-01-01,28,0.2727272727272727,0.28305785123966937
2020,500532,Dallin Watene-Zelezniak,20,18,1995-08-17,2020-01-01,24,0.9,0.8800000000000001
2020,505537,Nick Meaney,20,16,1997-09-10,2020-01-01,22,0.8,0.785
2020,503600,Reimis Smith,20,14,1997-05-13,2020-01-01,22,0.7,0.69
2020,500672,Will Hopoate,20,13,1992-05-09,2020-01-01,27,0.65,0.6425
2020,500241,Aiden Tolman,20,17,1988-11-10,2020-01-01,31,0.85,0.8324999999999999
2020,502511,Jeremy Marshall-King,20,20,1995-12-02,2020-01-01,24,1,0.975
2020,500039,Dylan Napa,20,16,1992-11-13,2020-01-01,27,0.8,0.785
2020,500226,Josh Jackson,20,20,1991-01-08,2020-01-01,28,1,0.975
2020,501595,Joe Stimson,20,2,1995-12-02,2020-01-01,24,0.1,0.12000000000000002
2020,500128,Adam Elliott,20,8,1994-10-16,2020-01-01,25,0.4,0.4050000000000001
2020,500916,Raymond Faitala-Mariner,20,20,1993-07-26,2020-01-01,26,1,0.975
2020,501559,Charnze Nicoll-Klokstad,23,21,1995-08-02,2020-01-01,24,0.9130434782608695,0.8950850661625708
2020,500313,Jarrod Croker,23,22,1990-09-11,2020-01-01,29,0.9565217391304348,0.9366729678638942
2020,504134,Nick Cotric,23,23,1998-11-18,2020-01-01,21,1,0.9782608695652174
2020,500339,Jack Wighton,23,22,1993-02-04,2020-01-01,26,0.9565217391304348,0.9366729678638942
2020,500973,Josh Papalii,23,22,1992-05-13,2020-01-01,27,0.9565217391304348,0.9366729678638942
2020,502181,Josh Hodgson,23,9,1989-10-31,2020-01-01,30,0.391304347826087,0.39603024574669193
2020,500957,Dunamis Lui,23,20,1990-02-16,2020-01-01,29,0.8695652173913043,0.8534971644612476
2020,502134,Elliott Whitehead,23,22,1989-09-04,2020-01-01,30,0.9565217391304348,0.9366729678638942
2020,500555,Joseph Tapine,23,21,1994-05-04,2020-01-01,25,0.9130434782608695,0.8950850661625708
2020,501394,Siliva Havili,23,23,1993-02-18,2020-01-01,26,1,0.9782608695652174
2020,502331,Iosia Soliola,23,12,1986-08-04,2020-01-01,33,0.5217391304347826,0.5207939508506616
2020,505918,Phillip Sami,20,13,1997-08-02,2020-01-01,22,0.65,0.6425
2020,500067,Anthony Don,20,16,1987-09-21,2020-01-01,32,0.8,0.785
2020,501184,Tyrone Peachey,20,20,1991-08-08,2020-01-01,28,1,0.975
2020,500245,Dale Copley,20,10,1991-07-29,2020-01-01,28,0.5,0.5
2020,500046,Tyrone Roberts,20,3,1991-06-01,2020-01-01,28,0.15,0.1675
2020,500272,Ashley Taylor,20,19,1995-03-17,2020-01-01,24,0.95,0.9275
2020,500275,Jarrod Wallace,20,17,1991-07-23,2020-01-01,28,0.85,0.8324999999999999
2020,500636,Mitch Rein,20,9,1990-04-26,2020-01-01,29,0.45,0.4525
2020,500926,Sam Lisone,20,18,1994-02-19,2020-01-01,25,0.9,0.8800000000000001
2020,500606,Kevin Proctor,20,12,1989-02-28,2020-01-01,30,0.6,0.595
2020,500499,Bryce Cartwright,20,7,1994-11-15,2020-01-01,25,0.35,0.3575
2020,500149,Jai Arrow,20,18,1995-07-12,2020-01-01,24,0.9,0.8800000000000001
2020,500688,Nathan Peats,20,8,1990-10-05,2020-01-01,29,0.4,0.4050000000000001
2020,500872,Brian Kelly,20,16,1996-05-20,2020-01-01,23,0.8,0.785
2020,500845,Valentine Holmes,20,12,1995-07-24,2020-01-01,24,0.6,0.595
2020,500282,Kyle Feldt,20,20,1992-02-09,2020-01-01,27,1,0.975
2020,500605,Justin O'Neill,20,17,1991-04-04,2020-01-01,28,0.85,0.8324999999999999
2020,500593,Ben Hampton,20,13,1992-02-29,2020-01-01,27,0.65,0.6425
2020,504087,Scott Drinkwater,20,16,1997-05-15,2020-01-01,22,0.8,0.785
2020,500292,Michael Morgan,20,6,1991-12-27,2020-01-01,28,0.3,0.31
2020,500277,John Asiata,20,11,1993-04-19,2020-01-01,26,0.55,0.5475000000000001
2020,500251,Jake Granville,20,8,1989-02-07,2020-01-01,30,0.4,0.4050000000000001
2020,500602,Jordan McLean,20,15,1991-10-08,2020-01-01,28,0.75,0.7375
2020,500280,Gavin Cooper,20,15,1985-08-19,2020-01-01,34,0.75,0.7375
2020,500405,Coen Hess,20,15,1996-08-14,2020-01-01,23,0.75,0.7375
2020,500301,Jason Taumalolo,20,16,1993-05-31,2020-01-01,26,0.8,0.785
2020,503944,Reece Robson,20,14,1998-06-18,2020-01-01,21,0.7,0.69
2020,500264,Francis Molo,20,20,1994-09-03,2020-01-01,25,1,0.975
2020,500406,Corey Jensen,20,8,1994-01-08,2020-01-01,25,0.4,0.4050000000000001
2020,500266,Corey Oates,20,14,1994-10-20,2020-01-01,25,0.7,0.69
2020,508009,Kotoni Staggs,20,14,1998-10-29,2020-01-01,21,0.7,0.69
2020,500040,Darius Boyd,20,20,1987-07-17,2020-01-01,32,1,0.975
2020,500326,Anthony Milford,20,13,1994-07-11,2020-01-01,25,0.65,0.6425
2020,504315,Thomas Flegler,20,13,1999-08-19,2020-01-01,20,0.65,0.6425
2020,504300,Payne Haas,20,17,1999-12-02,2020-01-01,20,0.85,0.8324999999999999
2020,506482,David Fifita,20,9,1989-06-28,2020-01-01,30,0.45,0.4525
2020,500438,Tevita Pangai Junior,20,9,1996-02-04,2020-01-01,23,0.45,0.4525
2020,506603,Patrick Carrigan,20,19,1998-01-01,2020-01-01,22,0.95,0.9275
2020,502014,Jamayne Isaako,20,10,1996-06-05,2020-01-01,23,0.5,0.5
2020,504870,Kalyn Ponga,21,19,1998-03-30,2020-01-01,21,0.9047619047619048,0.8854875283446711
